name,spouse,parents,siblings,relatives,ancestors,Born,died,abilities,Bonded_with,titles,aliases,profession,groups,skills,species,residence,birthplace,religion,ethnicity,nationality,world,universe,featured_in
Aarik , Parents<->Raagent, Titles<->Lord General[1], Profession<->Merchant[2], Groups<->Taishin/ The Tower, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Ais , Spouse<->Mellis, Children<->Melloni, Profession<->Trackt, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Berbrath , Abilities<->Sand master, Titles<->Underfen, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Delius , Children<->son, Titles<->Lord Admiral (former), Groups<->Taishin (former)/ Helm, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Delius's son , Parents<->Delius, Profession<->Steward, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Dirin , Abilities<->Sand master, Titles<->Undermastrell/[1] Acolent (formerly), Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Drile , Parents<->Reenst Rile, Abilities<->Sand master, Titles<->Undermastrell/ Diemfen (formerly)/ Mastrell (formerly), Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Elorin , Died<->Killed by Kenton[1], Abilities<->Sand master, Titles<->Undermastrell, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Fyld , Profession<->Secretary, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Gennel , Titles<->Lord Farmer[1], Groups<->Taishin/ The Field, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Gevalden , Titles<->Prince of Elis/ Lord Beggar[1], Aliases<->Gevin/ Nilto[1], Groups<->Taishin (unofficial), Residence<->Kezare, Ethnicity<->Darksider, Nationality<->Elisian, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Grelin , Profession<->Secretary, Groups<->The Guild, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Gremt , Profession<->Soldier, Groups<->The Tower, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Heelis , Titles<->Lady Judge[1], Groups<->Taishin/ The Hall, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Jedan , Died<->[1], Profession<->Trackt, Residence<->Kezare, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Kar (Taldain) , Groups<->The Mason's Guild, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Kenton , Parents<->Praxton/ mother, Abilities<->Sand master, Titles<->Lord Mastrell[1], Groups<->Diem/ Taishin, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Khyan , Profession<->Mason, Groups<->Mason's Guild, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Lokkall , Titles<->Lord Admiral, Groups<->Taishin/ The Helm, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Mellis , Spouse<->Ais, Children<->Melloni, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Melloni , Parents<->Ais/ Mellis, Residence<->Kezare, Ethnicity<->Kerztian/ Lossandin, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
N'Teese , Residence<->Lonzare, Ethnicity<->Darksider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
NaiMeer , Relatives<->Vey[1], Profession<->Dockmaster, Groups<->The Helm, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Praxton , Spouse<->Kenton's mother, Children<->Kenton, Died<->[1], Abilities<->Sand master, Titles<->Lord Mastrell, Groups<->Diem/ Taishin, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,
Raagent , Children<->Aarik, Died<->killed by Sharezan[1], Titles<->Lord General[2], Groups<->Taishin/ The Tower, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Reenst Rile , Children<->Drile, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
Rite , Titles<->Lord Artisan, Groups<->Taishin/ The Draft, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Tain , Aliases<->Sharezan[1], Profession<->Trackt/ Criminal, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Traiben , Died<->[1], Abilities<->Sand master, Titles<->Mastrell, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Trell (Taldain) , Profession<->Builder, Groups<->Mason's Guild, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Venkohl , Profession<->Trackt, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Vey , Relatives<->NaiMeer[1], Titles<->Lord Merchant[2], Groups<->Taishin/ The Guild, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
